Control Number,Subject,Primary Creator,Unique Custodian,Email From,Email To,Email CC,Date Created,Date Last Modified,Date Sent,Date Received,MD5 Hash,Attachment Count
ANEX-00000646,Sneak Preview,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""ronald slimp""; ""maureen raymond""",,2017-01-18 00:55:04,12/05/2009 07:39,2017-01-18 00:55:04,2017-01-02 02:42:44,7bb79853c447361a111ac9d079b01174,2
ANEX-00000648,Re: Emission trading,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""joseph hrgovcic""",vince@leaf.com,2017-01-03 10:38:35,12/05/2009 07:50,2017-01-03 10:38:35,2016-10-24 05:10:24,c9ab60cb5957feff03f9053070fb6c2b,0
ANEX-00000649,Re: Emission trading,"""joseph hrgovcic""",Vince Vanjie,"""joseph hrgovcic""",vince@leaf.com,,2017-01-02 18:54:16,12/05/2009 07:50,2017-01-02 18:54:16,2016-10-14 06:33:35,756db47ac304c4f9751dd7d623523152,0
ANEX-00000650,Revised: Organizational Changes,"""Leaf na office of the chairman""",Vince Vanjie,"""Leaf na office of the chairman""","""all Leaf north america""",,2017-01-24 17:19:33,12/05/2009 07:39,2017-01-24 17:19:33,2017-01-22 04:52:30,2b8d2f34b504dfa4e580b89f60c0da60,0
ANEX-00000651,FW: URGENT- CSUF Interconnection Study and CEQA,dirk@cli-eml.com,Jeffrey Feather,dirk@cli-eml.com,"""jeff@leaf.com""","""rob cone""; ""richard crevelt""",2016-11-24 03:51:57,11/05/2009 18:00,2016-11-24 03:51:57,2016-12-18 05:54:55,7e38bb7787f625907afca3affb9902a6,1
ANEX-00000652,Re: Presentation in Seoul,"""zimin lu""",Vince Vanjie,"""zimin lu""","vince@leaf.com; ""stinson gibner""",,2016-10-19 17:52:06,12/05/2009 07:50,2016-10-19 17:52:06,2017-01-26 05:36:08,5bc5ccb662650cd8e2f402d48dbcaf07,4
ANEX-00000653,Packing up,,Vince Vanjie,,,,2016-12-14 07:09:17,12/05/2009 07:39,2016-12-14 07:09:17,2017-01-17 19:45:26,e36c39e88ff6cfd79a52921c53be8461,3
ANEX-00000654,Anurag,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-19 23:02:30,12/05/2009 07:39,2017-01-19 23:02:30,2016-12-13 04:58:44,9d6b4e30dc0d24c4e82f6f462f6b0b5f,0
ANEX-00000655,Re: Invitation to speak at POWER 2000,vince@leaf.com,Vince Vanjie,vince@leaf.com,Emma Wolfin <risk-ny@email.msn.com>,,2016-10-11 02:15:03,12/05/2009 07:39,2016-10-11 02:15:03,2016-12-05 10:44:03,398d4b3a25f74ac24535078e1352060a,2
ANEX-00000656,Re: CreditManager net meeting,vince@leaf.com,Vince Vanjie,vince@leaf.com,Aidan Mc Nulty <aidan.mcnulty@riskmetrics.com>,"vince@leaf.com; ""shirley crenshaw""; ""vasant shanbhogue""; ""grant masson""; ""kevin kindall""",2016-10-23 09:17:24,12/05/2009 07:50,2016-10-23 09:17:24,2017-01-19 18:39:58,62d8fe2966c9afbbafcdd1920a3e5a48,3
ANEX-00000657,Re: SEEKING HISTORICAL WHOLESALE POWER PRICE DATA FOR UK,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""margaret carson""",vince@leaf.com,2016-11-08 02:24:05,12/05/2009 07:50,2016-11-08 02:24:05,2016-10-15 03:11:43,2c9a98ddd677666f1ee7b706043b92f4,0
ANEX-00000658,Demo,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-10 23:47:18,12/05/2009 07:39,2017-01-10 23:47:18,2016-11-14 11:00:33,1b0be3c9a174775fba81272ec8ed81a3,2
ANEX-00000660,[No Subject],"""clayton vernon""",Vince Vanjie,"""clayton vernon""","vince@leaf.com; ""vasant shanbhogue""",,2016-12-06 14:09:30,12/05/2009 07:39,2016-12-06 14:09:30,2016-12-11 20:48:32,fba619a6985f7740550cba3540b73288,1
ANEX-00000661,Rick Buy Enterprise Wide Risk Management - Rick's office,,Vince Vanjie,,,,2016-11-29 13:14:01,12/05/2009 07:39,2016-11-29 13:14:01,2016-10-25 19:47:36,17e9c0de28efc07b546255470e1d9476,1
ANEX-00000662,"Osman, Euford Cooper, Krishna - EB 29C4 - Water Risk",,Vince Vanjie,,,,2016-11-01 19:05:03,12/05/2009 07:39,2016-11-01 19:05:03,2016-12-22 06:16:19,796ff80e35548fb717518ae1d0a4818e,4
ANEX-00000663,Re: Invitation to speak at POWER 2000,Emma Wolfin <risk-ny@email.msn.com>,Vince Vanjie,Emma Wolfin <risk-ny@email.msn.com>,vince@leaf.com,,2016-12-24 10:07:45,12/05/2009 07:39,2016-12-24 10:07:45,2017-01-23 06:39:40,84acb0056e2d138386f95e950c35fbf5,4
ANEX-00000664,Bryan Seyfried,,Vince Vanjie,,,,2016-11-05 15:18:03,12/05/2009 07:39,2016-11-05 15:18:03,,929ad075cbec16c088f0224f1a1c1f4c,2
ANEX-00000665,Intelligence: El Paso Capacity--Someone has Upped the Ante But Match Still Possible,"""kimberly watson""",Vince Vanjie,"""kimberly watson""",vince@leaf.com,,2016-11-06 10:17:16,12/05/2009 07:39,2016-11-06 10:17:16,,7134485abe3c1ec813f6476e15f52958,2
ANEX-00000666,FW: URGENT- CSUF Interconnection Study and CEQA,"""rob cone""",Jeffrey Feather,"""rob cone""","""jeff@leaf.com""",,2017-01-30 17:34:44,11/05/2009 18:00,2017-01-30 17:34:44,,0f69c2421a52f4c19fe9a7007aa8086e,3
ANEX-00000669,FW: Siting Committee Ruling (99-DIST-GEN(2)),BTC <bcragg@gmssr.com>,Jeffrey Feather,BTC <bcragg@gmssr.com>,"""jeff@leaf.com""; ""bruno gaillard""",,2017-01-21 09:34:15,11/05/2009 18:03,2017-01-21 09:34:15,2016-11-22 22:24:34,5bd8c74d0e0df8fef82c935901193c50,1
ANEX-00000671,New website for an exciting conference,conferences <eps.conf@univ-mulhouse.fr>,Vince Vanjie,conferences <eps.conf@univ-mulhouse.fr>,eps.conf@univ-mulhouse.fr,,2016-12-14 03:42:38,12/05/2009 07:39,2016-12-14 03:42:38,2016-11-22 16:54:13,c33eb0748a5fca2288dae7a5a7b176b2,1
ANEX-00000673,"Re: New Copier Information for 55, 60 & 65 CPM Digital Machines","""shirley crenshaw""",Vince Vanjie,"""shirley crenshaw""","""iain russell""",vince@leaf.com; kevin@leaf.com; william@ext-eml.com,2016-10-22 14:03:50,12/05/2009 07:50,2016-10-22 14:03:50,,f6787c41dfb1f7711fdb1866a253579f,2
ANEX-00000675,SFState Cogen Meter installation,"""geoff pollard""",Jeffrey Feather,"""geoff pollard""","""jeff@leaf.com""",,2016-10-11 08:02:31,11/05/2009 18:00,2016-10-11 08:02:31,2016-12-22 20:54:43,3df980f22a96c297f33d440e0ee88229,1
ANEX-00000676,"Last day, contact numbers, etc.","""martina angelova""",Vince Vanjie,"""martina angelova""","vince@leaf.com; ""stinson gibner""; ""pinnamaneni krishnarao""; ""vasant shanbhogue""",,2016-10-17 08:08:54,12/05/2009 07:39,2016-10-17 08:08:54,2016-11-07 20:03:12,9515086efad160ee6a4dc0fd3fc4249f,2
ANEX-00000677,Intelligence: El Paso Capacity--Someone has Upped the Ante But Match Still Possible,vince@leaf.com,Vince Vanjie,vince@leaf.com,vince@leaf.com,,2016-12-11 23:11:48,12/05/2009 07:50,2016-12-11 23:11:48,,d3f895751e3576de5428101eaf9b1224,0
ANEX-00000678,Re: Andy Knight's Resume,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""iamimhotep@aol.com @ Leaf""",vince@leaf.com,2017-01-29 00:53:16,12/05/2009 07:50,2017-01-29 00:53:16,2016-10-29 08:52:18,9b43d23abd948c7813221da254622894,0
ANEX-00000679,Re: Emission trading,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-10-12 19:13:58,12/05/2009 07:39,2016-10-12 19:13:58,2016-12-09 00:34:48,4ed8deed9a80445c1cd2a8d3da7b80ce,0
ANEX-00000680,New website for an exciting conference,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-12 22:23:54,12/05/2009 07:39,2016-11-12 22:23:54,,63de6622087ed33478c60ce3a387b7ec,3
ANEX-00000682,Edwards AFB,"""william gang""",Jeffrey Feather,"""william gang""","""jeff@leaf.com""",,2016-10-21 10:24:35,11/05/2009 18:01,2016-10-21 10:24:35,,cc5a418987dcbe600e555b11f767eb20,2
ANEX-00000683,Re: Credit Trading White Paper,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-29 12:30:17,12/05/2009 07:39,2016-12-29 12:30:17,,5f3229a71a367a43f75624bfe5e980bf,4
ANEX-00000684,Rice U.,,Vince Vanjie,,,,2017-01-08 05:24:28,12/05/2009 07:39,2017-01-08 05:24:28,,a85a1209a883167ecaa068fda7f66abc,4
ANEX-00000685,Absence,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-22 10:22:16,12/05/2009 07:39,2016-12-22 10:22:16,2017-01-23 21:54:17,dd82e58d053423bdc503f1ef94e738af,2
ANEX-00000686,Organizational Changes,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-11 00:34:55,12/05/2009 07:39,2016-12-11 00:34:55,2016-12-10 01:40:43,aee0c10376de3f9e298ac4aca61299ff,1
ANEX-00000687,Natural Gas Stockwatch,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""mike a roberts""",,2016-12-27 13:58:07,12/05/2009 07:39,,2016-11-12 23:54:03,ce2025209ef4f2beb6ed65484f98c6e5,1
ANEX-00000689,A paper of mine,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-13 05:09:37,,2016-11-13 05:09:37,,f9be72e6a8f13573363dad34163c55fd,0
ANEX-00000691,(no subject),vince@leaf.com,Vince Vanjie,vince@leaf.com,"""pavel zadorozhny""",,2016-12-01 01:22:41,,2016-12-01 01:22:41,2016-12-20 22:56:09,e0040bee4722e245b145d8679b346369,2
ANEX-00000692,PSE Swap transaction,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-07 07:09:47,,,2016-12-16 08:46:14,70178adc925c29777dbc45c662e45fc2,3
ANEX-00000693,To Read,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-22 07:16:04,,,2017-01-29 06:45:39,1e2ce0d4c717ef288bb4e6de3ec7e77b,0
ANEX-00000694,(no subject),vince@leaf.com,Vince Vanjie,vince@leaf.com,vince.van@gmail.com,,22/01/2017 17:59:04,,,,e0a46d5a92c89cf835b6e67b3b86c728,12
ANEX-00000695,Re: Emission trading,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""adam brulinski""",,2017-01-16 18:08:06,,,2016-12-06 06:43:08,6b6e92bcd5e453e4c50398569c12ed0d,2
ANEX-00000696,Re: Emission trading,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-30 10:55:48,,,2017-01-04 07:49:40,8d2af9ee60c92c890844468bc08f0152,1
ANEX-00000697,[No Subject],vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-06 14:59:12,12/05/2009 07:39,,2016-11-23 18:30:48,c186f93927b2ed269f636d1fbb744b3a,1
ANEX-00000698,Revised: Organizational Changes,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-29 03:03:30,12/05/2009 07:39,,2016-11-02 06:40:47,054a057f7e19b1cbcffba3ad546660ac,0
ANEX-00000699,gas prices,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-03 03:31:54,12/05/2009 07:39,,2017-01-19 08:18:00,a17491a56e76fd715d7a532a7334f97e,1
ANEX-00000700,Paper on Garch,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-16 00:52:39,12/05/2009 07:39,,2016-12-23 12:16:29,407568a28928eb7df90b1c642b799f72,1
ANEX-00000701,PSE Swap transaction,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-10-11 22:02:19,12/05/2009 07:39,,2017-01-28 07:42:58,0a505ab91e43e9747fb9f8cc319bf2f2,0
ANEX-00000702,Re: Thank you for the e-mail.,vince@leaf.com,Vince Vanjie,vince@leaf.com,joe@leaf.com,,2016-10-31 09:13:33,12/05/2009 07:39,,2016-11-28 20:46:04,2f57a6e68593b55a9adc41e4d4a2cb2a,4
ANEX-00000703,Re: Invitation to speak at March NY Real Options conference,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""",,2017-01-26 12:41:35,12/05/2009 07:39,,2016-12-29 18:50:06,d47668f4a04a243143c75e4bff54e981,2
ANEX-00000704,CERA CERA Monthly Summary--November 1999 - Monthly Summary,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-27 08:22:28,12/05/2009 07:39,,2017-01-17 07:10:43,e0f4fd64a857403c7f6fad6203798a4b,2
ANEX-00000705,Re: Luncheon Meeting,vince@leaf.com,Vince Vanjie,vince@leaf.com,more <more@insync.net>,vince@leaf.com,2016-12-10 12:44:14,12/05/2009 07:50,,2016-10-19 01:02:33,6cba26cc37697f02b6f5fcce2bda41a7,0
ANEX-00000707,[No Subject],vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-19 23:18:14,12/05/2009 07:39,,,9c889db18efcaf9faa823ea3e11124cb,0
ANEX-00000709,[No Subject],vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-04 04:24:17,12/05/2009 07:39,,,90be53cbeae6a1bae98d9480cde139ea,9
ANEX-00000711,[No Subject],vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-06 23:07:06,12/05/2009 07:39,2016-11-06 23:07:06,,08991451761152a94e867572c51b1b10,8
ANEX-00000712,[No Subject],vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-02 16:29:51,12/05/2009 07:39,2016-12-02 16:29:51,,1f44e1ca8e6a11285d727b2d85d08f9b,3
ANEX-00000714,"CERA CERA Conference Call--scheduled for Tuesday, December 14, 1999 - Conference",vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-12 01:14:06,12/05/2009 07:39,2017-01-12 01:14:06,,eb4da9899d738d199bd7e3613d12ade7,0
ANEX-00000715,New fincad XL V.4 from FinancialCAD - Special Offer,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-07 23:56:34,12/05/2009 07:39,2016-11-07 23:56:34,,d0bbae48f03ba8ef6ec27253da15b610,0
ANEX-00000716,Credit Markets Group Organisational Announcement.,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-29 09:57:08,12/05/2009 07:39,2016-12-29 09:57:08,,863df4b37c0171037911f433d085c5f2,2
ANEX-00000717,Transaction Description,"""william gang""",Jeffrey Feather,"""william gang""",john.lemacks@edex.edwards.af.mil,"mike.keeling@edex.edwards.af.mil; ""jeff@leaf.com""; ""robert frank""",2016-10-15 12:13:09,11/05/2009 18:01,2016-10-15 12:13:09,,69a0bec3701da0aec4810535806acb89,3
ANEX-00000719,RE: edwards document,JDS <jsqueri@gmssr.com>,Jeffrey Feather,JDS <jsqueri@gmssr.com>,"""robert frank""; JDS <jsqueri@gmssr.com>; ""william gang""; ""jeff@leaf.com""",,2016-11-05 12:34:13,11/05/2009 18:01,2016-11-05 12:34:13,,e885ecdf03c6073e46eceb9e0509044d,0
ANEX-00000721,Merry Xmas and a Happy New Year!,Les Clewlow <les_clewlow@compuserve.com>,Vince Vanjie,Les Clewlow <les_clewlow@compuserve.com>,"""vince j vanjie@ect""; ""grant masson@ect""; ""paul quilkey""",,2016-12-17 15:34:49,12/05/2009 07:39,2016-12-17 15:34:49,,7626739bccf96ee08b4acd2687ddbc0f,2
ANEX-00000722,Vince Vacation,,Vince Vanjie,,,,2017-01-10 01:31:09,12/05/2009 07:39,2017-01-10 01:31:09,,c3b3522b05a50455f51a0e10fc2cd3f4,1
ANEX-00000723,Flat Screens,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"""lyn malina""; vince@leaf.com; ""mike a roberts""; ""patricia tlapek""; ""michael sergeev""",,2016-12-20 21:02:38,12/05/2009 07:39,2016-12-20 21:02:38,,78483caa664152e79534f744429bbc3a,1
ANEX-00000724,RE: Transaction Description,"""william gang""",Jeffrey Feather,"""william gang""",Lemacks John C Civ AFFTC/PKAD <john.lemacks@edwards.af.mil>,"""jeff@leaf.com""; ""robert frank""",2017-01-29 10:12:24,11/05/2009 18:01,2017-01-29 10:12:24,,23359c7db23d1d03fe079640b839f61f,0
ANEX-00000725,P.C.,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"""lyn malina""; ""shirley crenshaw""; vince@leaf.com; ""mike a roberts""",,2017-01-04 16:12:53,12/05/2009 07:39,2017-01-04 16:12:53,,c4461f830c490d7befcce7f3e499aa2a,1
ANEX-00000726,SDG&E/DOJ,"""andrew wu""",Jeffrey Feather,"""andrew wu""","""vicki sharp""","""jeff@leaf.com""",2016-10-19 09:37:09,11/05/2009 18:00,2016-10-19 09:37:09,,98a0d25a23b98bd92caac655bf0c4de7,1
ANEX-00000727,As promised,Kirk Marckwald <kirk@cea.sfex.com>,Jeffrey Feather,Kirk Marckwald <kirk@cea.sfex.com>,"""jeff@leaf.com""",,2016-12-03 07:50:11,11/05/2009 18:04,2016-12-03 07:50:11,,b458d4dd19407b21920a9f311e42c582,0
ANEX-00000729,Re: European Energy 2000,"""benjamin parsons""",Vince Vanjie,"""benjamin parsons""",vince@leaf.com,,2017-01-08 22:38:53,12/05/2009 07:39,2017-01-08 22:38:53,,4d9255bfd9422d2561c51f951473fdbe,4
ANEX-00000734,Please Approve:  Application Request (WSMH-4ESNVA),william@ext-eml.com,Vince Vanjie,william@ext-eml.com,vince@leaf.com,,2017-01-23 04:34:18,12/05/2009 07:39,2017-01-23 04:34:18,,4199ef85b7d78af247ef7541ee2de813,2
ANEX-00000735,CERAWeek 2000 Update!,Register <register@cera.com>,Vince Vanjie,Register <register@cera.com>,"""undisclosed-recipients:""",,2017-01-20 12:30:53,12/05/2009 07:39,,2017-01-14 13:26:43,ac9d0f9c5f6d6e9b1385064f06a9f5bb,2
ANEX-00000737,Real options for mothballed plant,steve@cli-eml.com,Vince Vanjie,steve@cli-eml.com,"""grant masson""; ""stinson gibner""; vince@leaf.com",,2017-01-24 02:25:26,12/05/2009 07:39,2017-01-24 02:25:26,2017-01-19 14:16:02,66f36d2c05e23de2631d36685a8add16,0
ANEX-00000740,Re: 12/17 Churn -- EB29 to EB19,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"vince@leaf.com; ""mike a roberts""",,2016-10-27 21:45:03,12/05/2009 07:39,2016-10-27 21:45:03,2016-12-16 22:56:21,67c6c9d94bf0b293dcb932f3e9bd44d8,0
ANEX-00000741,Re: New Color Printer,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"""lyn malina""; vince@leaf.com; ""mike a roberts""",,2016-12-29 20:43:08,12/05/2009 07:39,2016-12-29 20:43:08,2017-01-26 06:00:29,18f669a890717fa58cc0be8ccee3227d,0
ANEX-00000742,P.C.,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"""lyn malina""; ""mike a roberts""; vince@leaf.com; ""patricia tlapek""",,2017-01-13 02:04:02,12/05/2009 07:39,2017-01-13 02:04:02,2016-11-15 07:52:10,1cece4deb89e081f3b8888ede1c58209,1
ANEX-00000743,Re: Talk,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""ronald slimp""",,2017-01-30 06:36:03,12/05/2009 07:50,2017-01-30 06:36:03,2017-01-02 06:02:28,dadd6e3140b67f8bd426cf03640dd609,4
ANEX-00000744,Re: scientific word?,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""clayton vernon""","vince@leaf.com; ""shirley crenshaw""",2016-11-29 19:08:34,12/05/2009 07:50,2016-11-29 19:08:34,2017-01-16 23:38:51,8d7c1140f9e19d81753802bcb18f8520,3
ANEX-00000745,Bearish Pressure on Gas Prices is Mounting,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""mike a roberts""; ""patricia tlapek""",,2016-12-04 03:24:08,12/05/2009 07:39,2016-12-04 03:24:08,2016-11-30 11:24:00,56acac0bd2efcfb5ade587e06a1fcd90,0
ANEX-00000747,Re: working gas price model,"""clayton vernon""",Vince Vanjie,"""clayton vernon""",vince@leaf.com,"""vasant shanbhogue""",2016-11-12 05:06:18,12/05/2009 07:50,2016-11-12 05:06:18,2016-11-25 07:48:59,fd8f83d39f8d98ae14652a4eebc1dafe,2
ANEX-00000748,Items from Enerfax 12/21/99,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-14 18:52:01,12/05/2009 07:39,2017-01-14 18:52:01,2016-10-20 01:05:19,3bc919e0ebb9534b76a055ac4536707b,3
ANEX-00000750,"Re: speaker confirmation - Risk 2000, Boston, 13 & 14 June 2000",vince@leaf.com,Vince Vanjie,vince@leaf.com,Oliver Bennett <conf-ny@msn.com>,vince@leaf.com,2017-01-17 05:46:39,12/05/2009 07:50,2017-01-17 05:46:39,2016-10-22 20:28:42,bc90851f969c0e43a10ea3752dd1fa98,0
ANEX-00000753,Re: Thank you for the e-mail.,vince@leaf.com,Vince Vanjie,vince@leaf.com,joe@leaf.com,vince@leaf.com,2016-10-16 09:42:23,12/05/2009 07:50,2016-10-16 09:42:23,2016-10-19 18:45:45,5acedbe756ce27a656c917f8ca2e842d,2
ANEX-00000754,Re: Here's To The Good Times!,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""bhavna pandya""",,2017-01-23 20:53:06,12/05/2009 07:50,2017-01-23 20:53:06,2016-10-30 12:26:33,359e66fc94cec85a8d44e2d4a4089030,1
ANEX-00000755,Real Options Presentation,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-26 01:50:02,12/05/2009 07:39,2016-11-26 01:50:02,2016-12-16 19:16:33,052717aefcbe54016e37795d9da96c70,1
ANEX-00000756,Randy Maffett - EB 3568,,Vince Vanjie,,,,2017-01-17 17:18:14,12/05/2009 07:39,2017-01-17 17:18:14,2016-10-28 20:45:45,3f7a7b6f6361dc181757ed166941101d,0
ANEX-00000757,Re: working gas price model,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-10 05:38:48,12/05/2009 07:39,2017-01-10 05:38:48,2017-01-29 18:55:05,4fb68519b0c69f14b4d0f04755c63a77,1
ANEX-00000758,Re: Move from 29 TO 19,vince@leaf.com,Vince Vanjie,vince@leaf.com,kevin@leaf.com,"""stinson gibner""",2016-10-12 04:54:43,12/05/2009 07:39,2016-10-12 04:54:43,2016-11-06 04:23:57,90885bb7eab84971ead626c1a45918ea,1
ANEX-00000759,Re: Merry Xmas and a Happy New Year!,vince@leaf.com,Vince Vanjie,vince@leaf.com,Les Clewlow <les_clewlow@compuserve.com>,,2016-10-22 04:48:53,12/05/2009 07:39,2016-10-22 04:48:53,2016-11-17 01:55:17,1b939bed87defaad74f5b8816f5e4c0f,0
ANEX-00000760,"CERA Multimedia Presentation: Monday, December 20, 1999",vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-20 04:22:52,12/05/2009 07:39,2016-11-20 04:22:52,2016-11-19 01:02:07,af1bb234caf364aa7521d04c15c7b92c,4
ANEX-00000762,Merry Xmas and a Happy New Year!,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""vvanjie@aol .com""",,2017-01-24 19:19:20,12/05/2009 07:39,2017-01-24 19:19:20,2016-11-30 02:59:31,a59a68ccbf60746e7c4647f3ab8565d4,2
ANEX-00000763,[No Subject],vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-09 08:59:55,12/05/2009 07:39,2017-01-09 08:59:55,2017-01-06 22:26:20,06eaab3e9c85b14da031632f8292ef33,2
ANEX-00000765,New Volatility Curve Generator for UK Power,"""anjam ahmad""",Vince Vanjie,"""anjam ahmad""","""james new""; ""richard lewis""; ""barry pearce""; ""amir ghodsian""; ""simon hastings""; ""ali lloyd""","""dale surbey""; ""stinson gibner""; vince@leaf.com",2016-11-22 19:50:47,12/05/2009 07:39,2016-11-22 19:50:47,2016-12-01 11:42:22,cd03ec5fec0ff9667479ea7b100760bb,0
ANEX-00000808,GPCM Summary 1999,Robert Brooks <rebrooks@earthlink.net>,Vince Vanjie,Robert Brooks <rebrooks@earthlink.net>,GPCM Distribution <rebrooks@rbac.com>,,2017-01-23 18:03:50,12/05/2009 07:39,2017-01-23 18:03:50,2016-12-17 16:42:14,e264c31d08942b51cdcf1c72c7820511,0
ANEX-00000809,Qwest's construction problems,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""jeff@leaf.com""",,2017-01-29 11:04:52,11/05/2009 18:01,2017-01-29 11:04:52,2016-12-14 02:30:56,1abe9a89170d3083f8ecc1c7f9d4c28c,0
ANEX-00000810,Re: Firm Power sale from Phase I - Issues,"""sandeep kohli""",Vince Vanjie,"""sandeep kohli""","""vince kaminsky""; ""vasant shanbhogue@ect""",,2017-01-29 22:07:32,12/05/2009 07:39,2017-01-29 22:07:32,2016-10-10 20:11:00,ba1b6ccb92eaa954fb3e858b88c06a8f,1
ANEX-00000812,Research Intelligence,vvanjie@aol.com,Vince Vanjie,vvanjie@aol.com,"""stinson gibner""",vince@leaf.com,2017-01-31 22:01:20,12/05/2009 07:39,2017-01-31 22:01:20,2017-01-28 16:39:17,3c6d560c3da5d24c352e722dfb80626b,4
ANEX-00000813,natural gas production,"""clayton vernon""",Vince Vanjie,"""clayton vernon""",vince@leaf.com,,2016-10-22 21:02:21,12/05/2009 07:39,2016-10-22 21:02:21,2016-10-26 10:59:05,145082c89616052841e22fe01af2fa28,3
ANEX-00000814,LJM put valuation,"""stinson gibner""",Vince Vanjie,"""stinson gibner""","""wes colwell""",vince@leaf.com,2016-11-06 07:40:07,12/05/2009 07:39,2016-11-06 07:40:07,2016-12-04 20:36:09,5bbb8d69568c8184f149d300a5cc35dc,0
ANEX-00000816,Announcing TFF 2000,"""John D. Martin"" <j_martin@baylor.edu>",Vince Vanjie,"""John D. Martin"" <j_martin@baylor.edu>","ramchand@jetson.uh.edu; ds64@andrew.cmu.edu; ""mary alison bailey""; karin.s.thorburn@dartmouth.edu",,2017-01-16 17:36:06,12/05/2009 07:39,2017-01-16 17:36:06,2016-10-19 05:10:28,38dd0547bca8fdb679703c1aaa4798c7,2
ANEX-00000818,An edited version,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-30 07:11:24,12/05/2009 07:39,2016-11-30 07:11:24,2016-10-25 03:53:03,0a340bb11489ef3b94955f9052ebac9f,3
ANEX-00000820,Expense checks,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""",,2016-11-24 06:45:22,,2016-11-24 06:45:22,,e11e77cf4cd7547b5caef257684a1db1,0
ANEX-00000821,Your approval is requested,"""shirley crenshaw""",Vince Vanjie,"""shirley crenshaw""",vince@leaf.com,,2016-12-23 08:25:41,,2016-12-23 08:25:41,,9ffffff647a3863241578f7a063ca03a,2
ANEX-00000822,Announcing TFF 2000,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""",,2016-11-24 23:25:22,,2016-11-24 23:25:22,,d47f8180eb6adf18bc7a8ba5bf9b8f6d,1
